order_id,customer_id,order_date,order_status,payment_method,order_amount
59,25,2025-12-20,refunded,upi,46.35
60,25,2025-12-22,refunded,credit_card,84.92
61,25,2025-12-23,cancelled,debit_card,28.6
62,25,2025-12-25,completed,credit_card,15.36
63,25,2025-12-26,refunded,paypal,27.72
64,25,2025-12-29,cancelled,credit_card,60.02
65,25,2025-12-31,completed,debit_card,104.6
66,26,2025-12-05,completed,debit_card,102.94
67,27,2025-06-22,completed,upi,75.42
68,27,2025-11-16,completed,debit_card,43.37
69,28,2025-04-05,completed,paypal,87.17
70,28,2025-07-09,completed,paypal,83.55
71,28,2025-11-09,completed,debit_card,13.86
72,28,2025-11-25,completed,paypal,31.88
73,29,2025-06-15,completed,credit_card,83.22
74,29,2025-08-18,completed,paypal,8.6
75,30,2025-11-30,completed,credit_card,61.32
76,31,2025-08-07,completed,upi,74.96
77,31,2025-10-29,completed,credit_card,92.68
78,32,2025-02-19,completed,debit_card,19.75
79,32,2025-08-27,completed,paypal,95.45
80,33,2024-11-01,completed,credit_card,115.44
81,33,2025-01-23,completed,credit_card,32.08
82,34,2025-12-16,completed,debit_card,26.72
83,34,2025-12-17,completed,credit_card,52.01
84,34,2025-12-18,completed,paypal,39.53
85,34,2025-12-28,completed,paypal,59.12
86,35,2025-05-29,completed,credit_card,61.83
87,35,2025-10-11,completed,upi,34.95
88,36,2025-06-28,completed,paypal,9.41
89,36,2025-06-30,cancelled,upi,65.18
90,36,2025-10-16,completed,debit_card,34.33
91,37,2024-10-17,completed,credit_card,68.4
92,37,2024-12-09,completed,debit_card,32.46
93,37,2025-02-17,completed,credit_card,86.58
94,37,2025-07-09,completed,credit_card,79.88
95,37,2025-07-22,completed,upi,46.54
96,37,2025-09-25,completed,credit_card,105.5
97,37,2025-09-26,completed,debit_card,83.34
98,37,2025-10-16,completed,upi,43.53
99,37,2025-12-26,completed,upi,57.81
100,38,2024-10-01,completed,credit_card,79.15
101,38,2025-05-23,completed,debit_card,80.53
102,39,2024-10-28,completed,credit_card,80.74
103,39,2025-03-19,completed,debit_card,29.11
104,40,2024-12-12,completed,paypal,43.18
105,40,2025-02-03,completed,debit_card,38.62
106,40,2025-03-12,cancelled,credit_card,63.16
107,40,2025-04-24,completed,upi,31.8
108,40,2025-08-24,completed,credit_card,46.69
109,40,2025-08-27,completed,paypal,53.49
110,40,2025-10-27,completed,credit_card,44.22
111,40,2025-12-14,completed,paypal,50.26
112,40,2025-12-15,completed,credit_card,70.33
113,41,2025-09-16,completed,upi,62.84
114,41,2025-12-29,completed,upi,54.63
115,42,2024-09-08,completed,paypal,178.32
116,42,2024-09-17,refunded,credit_card,30.55
117,42,2025-04-22,refunded,debit_card,181.31
118,42,2025-09-30,completed,paypal,29.53
119,42,2025-10-09,completed,credit_card,67.74
120,43,2025-11-27,completed,paypal,156.7
121,44,2024-04-29,refunded,debit_card,18.66
122,44,2024-08-02,completed,credit_card,153.38
123,44,2025-08-23,completed,debit_card,120.82
124,45,2025-05-05,completed,paypal,14.13
125,45,2025-06-09,completed,debit_card,54.36
126,46,2025-04-21,refunded,debit_card,55.91
127,47,2025-09-21,completed,credit_card,58.72
128,47,2025-11-12,completed,paypal,75.39
129,47,2025-12-13,completed,paypal,133.65
130,48,2025-10-22,completed,paypal,58.54
131,49,2024-06-22,completed,credit_card,81.56
132,49,2024-06-25,completed,credit_card,121.75
133,49,2025-06-15,completed,paypal,21.25
134,49,2025-08-30,completed,paypal,8.44
135,49,2025-12-21,completed,paypal,12.55
136,50,2025-08-29,cancelled,paypal,52.15
137,51,2025-08-24,completed,credit_card,68.81
138,51,2025-08-27,completed,debit_card,26.42
139,51,2025-11-19,completed,credit_card,36.9
140,51,2025-12-27,completed,credit_card,29.91
141,52,2025-05-25,completed,credit_card,163.41
142,52,2025-06-20,completed,paypal,55.47
143,53,2025-09-11,completed,upi,50.14
144,53,2025-10-14,completed,credit_card,46.44
145,54,2024-05-26,completed,paypal,15.35
146,54,2024-11-07,completed,credit_card,121.64
147,54,2024-11-30,completed,debit_card,264.82
148,55,2025-07-25,completed,paypal,106.69
149,55,2025-12-08,completed,credit_card,33.69
150,55,2025-12-17,completed,paypal,23.32
151,56,2025-02-17,completed,paypal,57.06
152,56,2025-08-25,completed,credit_card,28.25
153,57,2025-10-15,completed,credit_card,95.9
154,58,2025-10-25,cancelled,paypal,159.19
155,59,2025-01-22,completed,credit_card,33.58
156,60,2025-09-02,completed,credit_card,38.15
157,60,2025-10-08,completed,paypal,64.74
158,60,2025-10-14,completed,upi,52.34
159,60,2025-10-25,completed,credit_card,74.77
160,60,2025-12-17,completed,paypal,25.57
161,60,2025-12-24,completed,credit_card,30.65
162,60,2025-12-31,completed,credit_card,11.2
163,61,2025-01-26,completed,paypal,51.77
164,61,2025-03-21,completed,credit_card,20.71
165,61,2025-09-05,completed,upi,100.28
166,61,2025-11-12,completed,debit_card,35.59
167,62,2025-12-24,completed,credit_card,78.3
168,63,2024-05-07,cancelled,credit_card,47.03
169,63,2024-05-14,refunded,credit_card,57.42
170,63,2024-06-21,completed,credit_card,48.64
171,63,2025-03-10,completed,credit_card,70.02
172,63,2025-04-29,completed,credit_card,40.1
173,63,2025-05-07,completed,debit_card,8.46
174,63,2025-05-20,completed,debit_card,24.89
175,63,2025-07-04,completed,debit_card,90.78
176,64,2024-06-07,completed,credit_card,15.94
177,64,2024-10-28,completed,paypal,108.1
178,65,2025-11-21,completed,debit_card,38.96
179,66,2024-11-01,completed,credit_card,28.53
180,66,2024-11-23,completed,debit_card,102.02
181,66,2025-01-11,completed,credit_card,37.48
182,66,2025-03-26,completed,credit_card,87.07
183,66,2025-04-08,completed,paypal,26.83
184,67,2024-12-01,completed,credit_card,11.54
185,67,2025-02-28,refunded,credit_card,129.98
186,68,2024-04-07,completed,paypal,58.29
187,68,2024-05-13,refunded,debit_card,85.5
188,68,2024-06-26,completed,paypal,136.49
189,68,2024-07-01,refunded,paypal,37.45
190,68,2024-09-09,cancelled,debit_card,56.24
191,68,2024-11-20,completed,credit_card,105.23
192,68,2025-05-13,completed,credit_card,24.81
193,68,2025-09-27,refunded,credit_card,13.24
194,68,2025-10-07,completed,paypal,45.16
195,69,2024-12-14,completed,paypal,15.54
196,69,2025-04-30,refunded,credit_card,154.67
197,70,2024-04-16,completed,credit_card,107.1
198,70,2024-06-13,completed,credit_card,214.77
199,70,2024-09-29,completed,credit_card,56.38
200,70,2025-05-07,completed,credit_card,52.97
201,71,2025-06-09,completed,debit_card,36.53
202,71,2025-09-14,completed,credit_card,114.18
203,72,2025-05-16,completed,debit_card,17.13
204,72,2025-10-03,completed,credit_card,30.29
205,73,2025-06-28,completed,paypal,85.3
206,73,2025-07-16,completed,debit_card,22.34
207,74,2025-10-20,completed,credit_card,45.8
208,74,2025-11-09,completed,debit_card,41.51
209,74,2025-11-22,completed,credit_card,79.05
210,74,2025-12-21,completed,credit_card,43.56
211,74,2025-12-26,completed,paypal,95.78
212,74,2025-12-30,completed,credit_card,47.64
213,75,2025-02-03,completed,credit_card,19.39
214,76,2025-11-12,completed,credit_card,147.8
215,76,2025-12-11,completed,credit_card,52.79
216,77,2025-02-13,completed,credit_card,105.76
217,78,2025-04-04,completed,paypal,18.16
218,79,2024-10-11,completed,upi,86.38
219,79,2025-03-31,completed,credit_card,61.7
220,79,2025-09-20,completed,paypal,25.55
221,80,2025-12-24,completed,credit_card,64.15
222,81,2024-10-21,completed,credit_card,98.97
223,81,2024-11-11,completed,credit_card,34.27
224,81,2025-07-24,completed,credit_card,55.13
225,81,2025-08-01,completed,credit_card,26.8
226,81,2025-08-14,completed,paypal,18.1
227,82,2025-12-29,completed,upi,28.32
228,82,2025-12-30,completed,paypal,84.24
229,83,2025-12-07,completed,paypal,108.42
230,83,2025-12-08,completed,debit_card,32.19
231,83,2025-12-09,completed,credit_card,84.61
232,83,2025-12-11,completed,credit_card,35.99
233,83,2025-12-13,completed,credit_card,51.47
234,83,2025-12-22,completed,debit_card,80.37
235,83,2025-12-23,completed,paypal,91.01
236,83,2025-12-29,completed,credit_card,72.88
237,83,2025-12-30,refunded,credit_card,71.56
238,83,2025-12-31,completed,upi,62.17
239,84,2025-12-03,completed,credit_card,52.72
240,85,2024-03-24,completed,credit_card,83.31
241,85,2024-05-28,completed,paypal,39.7
242,85,2024-05-29,completed,credit_card,43.57
243,85,2024-06-25,completed,credit_card,126.77
244,85,2025-02-01,completed,debit_card,61.73
245,85,2025-06-27,completed,credit_card,57.25
246,85,2025-09-16,completed,upi,103.6
247,85,2025-10-12,completed,credit_card,190.45
248,85,2025-12-11,cancelled,debit_card,41.88
249,86,2025-09-24,completed,debit_card,40.13
250,86,2025-10-02,completed,credit_card,44.44
251,86,2025-10-19,completed,credit_card,52.9
252,86,2025-10-30,completed,credit_card,63.25
253,86,2025-11-19,completed,credit_card,99.06
254,87,2025-11-29,completed,paypal,46.67
255,88,2024-12-03,cancelled,credit_card,60.53
256,88,2025-09-16,completed,credit_card,74.38
257,89,2025-07-03,completed,credit_card,33.93
258,89,2025-11-13,cancelled,debit_card,110.76
259,89,2025-11-19,cancelled,credit_card,125.06
260,89,2025-12-04,completed,debit_card,35.76
261,89,2025-12-15,completed,paypal,133.4
262,89,2025-12-18,completed,credit_card,150.77
263,90,2024-10-31,completed,upi,65.38
264,90,2024-11-15,completed,credit_card,67.43
265,90,2025-01-21,completed,credit_card,52.96
266,90,2025-08-13,completed,paypal,150.68
267,90,2025-12-01,completed,paypal,210.52
268,90,2025-12-29,completed,paypal,36.89
269,91,2024-10-04,completed,debit_card,78.94
270,92,2025-09-05,completed,debit_card,106.07
271,93,2025-05-11,completed,paypal,122.61
272,93,2025-11-29,completed,debit_card,81.72
273,94,2025-01-16,completed,credit_card,111.8
274,94,2025-08-24,completed,debit_card,29.32
275,94,2025-09-20,completed,credit_card,61.51
276,95,2025-12-19,completed,paypal,55.89
277,95,2025-12-21,completed,credit_card,63.87
278,96,2025-12-07,completed,paypal,135.42
279,96,2025-12-08,completed,upi,39.34
280,96,2025-12-14,completed,credit_card,61.63
281,96,2025-12-19,completed,paypal,36.09
282,96,2025-12-26,completed,credit_card,69.27
283,96,2025-12-31,completed,debit_card,36.2
284,97,2025-10-18,cancelled,credit_card,157.07
285,98,2024-11-03,completed,debit_card,24.61
286,98,2024-12-25,completed,paypal,84.64
287,98,2025-07-05,refunded,credit_card,81.79
288,98,2025-12-27,completed,credit_card,50.6
289,99,2025-12-20,cancelled,credit_card,45.77
290,99,2025-12-25,completed,paypal,68.18
291,100,2024-12-03,completed,paypal,67.78
292,100,2025-09-12,completed,debit_card,72.77
293,101,2024-05-15,completed,credit_card,61.73
294,102,2025-05-29,completed,credit_card,84.67
295,103,2025-02-15,completed,credit_card,52.7
296,103,2025-09-21,completed,credit_card,16.73
297,104,2024-12-11,completed,paypal,39.17
298,104,2025-01-24,completed,paypal,25.81
299,104,2025-02-03,cancelled,credit_card,52.43
300,104,2025-04-26,completed,debit_card,46.44
301,104,2025-06-28,completed,credit_card,55.16
302,105,2025-03-07,completed,credit_card,25.04
303,105,2025-06-02,completed,debit_card,44.47
304,105,2025-08-17,completed,credit_card,123.7
305,106,2025-09-08,refunded,credit_card,95.81
306,107,2025-03-06,completed,debit_card,94.24
307,107,2025-04-29,completed,credit_card,81.06
308,107,2025-10-03,completed,debit_card,172.05
309,108,2025-04-04,completed,credit_card,32.56
310,109,2025-09-18,completed,credit_card,43.21
311,110,2024-12-01,completed,credit_card,71.32
312,110,2025-02-18,completed,paypal,145.85
313,111,2025-04-17,cancelled,upi,71.86
314,111,2025-10-01,completed,paypal,45.24
315,112,2025-11-13,completed,debit_card,13.04
316,112,2025-12-23,completed,credit_card,62.85
317,113,2025-09-01,completed,paypal,102.56
318,114,2025-06-03,refunded,credit_card,81.89
319,114,2025-10-08,completed,paypal,14.4
320,115,2025-12-18,completed,credit_card,74.46
321,116,2025-04-27,completed,upi,64.34
322,116,2025-07-22,completed,paypal,76.73
323,116,2025-08-07,completed,credit_card,41.64
324,116,2025-08-09,completed,credit_card,19.13
325,116,2025-09-18,completed,upi,109.1
326,116,2025-09-30,completed,credit_card,57.04
327,116,2025-11-05,completed,credit_card,19.34
328,117,2024-08-06,completed,debit_card,42.32
329,117,2025-03-08,completed,paypal,42.3
330,117,2025-05-21,completed,debit_card,101.61
331,117,2025-07-10,completed,credit_card,63.44
332,117,2025-10-30,completed,upi,85.85
333,117,2025-11-27,completed,credit_card,51.25
334,118,2024-10-13,cancelled,upi,95.37
335,118,2024-11-27,completed,paypal,67.94
336,119,2024-07-01,completed,credit_card,106.04
337,119,2024-09-11,completed,upi,24.2
338,119,2024-11-21,completed,credit_card,47.45
339,119,2025-02-18,completed,upi,62.57
340,119,2025-05-11,completed,paypal,61.91
341,119,2025-08-10,refunded,paypal,102.76
342,120,2025-04-21,completed,paypal,139.25
343,120,2025-05-29,completed,upi,21.99
344,120,2025-07-17,cancelled,credit_card,66.87
345,121,2025-09-15,completed,debit_card,71.22
346,121,2025-11-04,completed,paypal,79.26
347,121,2025-12-23,completed,debit_card,84.28
348,122,2025-07-06,completed,credit_card,23.01
349,122,2025-07-17,completed,credit_card,16.58
350,122,2025-10-25,completed,credit_card,139.84
351,122,2025-11-16,completed,credit_card,100.47
352,122,2025-11-20,completed,paypal,17.43
353,122,2025-12-28,completed,paypal,13.38
354,123,2024-11-01,completed,debit_card,87.17
355,123,2025-03-15,refunded,credit_card,65.19
356,123,2025-04-01,completed,credit_card,12.7
357,123,2025-05-05,completed,debit_card,50.63
358,123,2025-09-02,completed,paypal,25.3
359,124,2025-09-22,completed,credit_card,96.69
360,124,2025-11-06,completed,paypal,34.91
361,125,2025-08-29,completed,upi,66.81
362,125,2025-10-10,completed,paypal,58.91
363,126,2025-09-22,completed,debit_card,39.85
364,126,2025-10-04,completed,credit_card,17.21
365,126,2025-10-09,refunded,credit_card,147.43
366,126,2025-11-04,completed,credit_card,44.02
367,126,2025-11-06,completed,paypal,114.28
368,126,2025-11-26,completed,credit_card,81.0
369,126,2025-12-02,completed,credit_card,70.87
370,126,2025-12-06,completed,paypal,36.13
371,127,2025-07-09,completed,upi,17.78
372,127,2025-07-18,completed,credit_card,142.33
373,128,2025-06-19,cancelled,credit_card,36.24
374,128,2025-08-14,completed,paypal,41.38
375,128,2025-10-29,completed,credit_card,47.02
376,128,2025-11-12,completed,credit_card,55.43
377,128,2025-12-07,completed,credit_card,30.49
378,129,2025-03-27,completed,paypal,8.94
379,129,2025-07-24,completed,upi,69.13
380,130,2025-09-18,completed,debit_card,32.14
381,130,2025-10-27,refunded,credit_card,52.14
382,131,2025-06-27,completed,paypal,50.18
383,131,2025-08-17,completed,paypal,27.25
384,131,2025-10-15,refunded,credit_card,43.34
385,131,2025-11-21,completed,debit_card,192.19
386,132,2025-06-13,completed,credit_card,69.97
387,132,2025-12-16,completed,debit_card,30.09
388,133,2025-02-15,refunded,paypal,18.46
389,134,2024-03-15,completed,credit_card,69.76
390,134,2024-04-06,completed,upi,207.45
391,134,2024-07-18,completed,upi,57.23
392,134,2024-09-09,completed,debit_card,50.61
393,134,2024-10-26,completed,credit_card,47.98
394,135,2024-07-06,completed,credit_card,30.84
395,135,2025-06-21,completed,debit_card,53.25
396,135,2025-08-02,completed,credit_card,90.18
397,135,2025-12-03,completed,credit_card,34.69
398,136,2024-11-04,completed,upi,47.57
399,136,2025-02-10,cancelled,credit_card,56.57
400,136,2025-07-04,completed,paypal,9.14
401,136,2025-07-20,completed,paypal,46.69
402,136,2025-10-25,cancelled,credit_card,129.63
403,137,2025-10-18,cancelled,credit_card,34.58
404,138,2024-12-10,completed,paypal,43.78
405,138,2025-01-23,completed,paypal,97.16
406,139,2025-12-01,completed,credit_card,15.84
407,139,2025-12-02,completed,credit_card,21.51
408,139,2025-12-12,completed,debit_card,11.23
409,139,2025-12-13,completed,paypal,36.45
410,139,2025-12-23,completed,credit_card,69.9
411,139,2025-12-25,cancelled,debit_card,53.61
412,139,2025-12-27,completed,paypal,78.4
413,139,2025-12-28,completed,paypal,39.44
414,139,2025-12-30,completed,credit_card,27.7
415,139,2025-12-31,completed,debit_card,33.09
416,140,2025-10-13,completed,credit_card,102.15
417,140,2025-10-21,completed,upi,178.65
418,140,2025-11-22,completed,paypal,34.79
419,141,2025-09-23,completed,paypal,72.92
420,141,2025-12-07,completed,credit_card,32.86
421,141,2025-12-22,completed,credit_card,18.18
422,141,2025-12-26,completed,paypal,25.7
423,142,2024-11-27,completed,credit_card,110.56
424,142,2025-06-10,completed,credit_card,85.16
425,143,2025-06-20,completed,debit_card,16.88
426,143,2025-10-05,completed,paypal,130.33
427,143,2025-10-23,completed,paypal,33.77
428,143,2025-12-16,completed,paypal,95.99
429,143,2025-12-22,completed,paypal,41.82
430,144,2025-03-06,completed,credit_card,28.78
431,144,2025-05-26,completed,paypal,46.43
432,144,2025-06-15,completed,credit_card,44.61
433,144,2025-06-21,completed,debit_card,48.25
434,144,2025-09-08,completed,debit_card,65.24
435,145,2025-10-13,completed,paypal,61.1
436,145,2025-10-15,refunded,credit_card,19.09
437,146,2025-05-30,completed,debit_card,36.95
438,147,2025-08-24,completed,debit_card,78.74
439,148,2024-12-02,completed,paypal,77.76
440,148,2025-01-02,completed,paypal,11.77
441,148,2025-09-05,completed,paypal,46.83
442,148,2025-09-11,completed,paypal,28.51
443,149,2025-11-04,completed,credit_card,111.21
444,150,2024-12-16,completed,debit_card,34.68
445,150,2025-07-21,completed,credit_card,49.84
446,151,2025-12-01,completed,credit_card,71.12
447,151,2025-12-11,cancelled,credit_card,145.81
448,151,2025-12-22,completed,credit_card,40.75
449,151,2025-12-24,completed,credit_card,15.19
450,152,2025-12-08,completed,paypal,115.18
451,153,2025-11-30,completed,credit_card,133.04
452,153,2025-12-30,completed,paypal,166.6
453,154,2025-08-29,completed,debit_card,29.29
454,154,2025-09-18,completed,debit_card,54.04
455,154,2025-10-11,completed,paypal,22.08
456,154,2025-10-19,completed,credit_card,47.35
457,154,2025-11-18,completed,debit_card,24.54
458,154,2025-11-20,completed,credit_card,155.05
459,154,2025-12-05,completed,credit_card,157.33
460,155,2025-01-21,completed,credit_card,133.12
461,155,2025-02-17,completed,debit_card,59.52
462,155,2025-05-12,refunded,credit_card,11.67
463,155,2025-06-06,completed,debit_card,75.35
464,156,2025-12-07,completed,credit_card,36.83
465,157,2025-11-22,completed,paypal,141.18
466,157,2025-11-27,completed,paypal,39.03
467,158,2024-10-11,completed,paypal,50.56
468,158,2025-08-16,completed,upi,47.01
469,159,2025-09-11,completed,debit_card,129.76
470,160,2025-10-09,completed,credit_card,44.79
471,161,2024-09-04,refunded,credit_card,4.97
472,161,2025-08-23,completed,credit_card,93.65
473,162,2025-12-02,cancelled,paypal,14.61
474,163,2024-02-25,cancelled,credit_card,36.94
475,164,2025-01-13,completed,paypal,73.21
476,164,2025-03-13,completed,credit_card,52.87
477,164,2025-04-09,completed,credit_card,61.89
478,165,2025-08-19,completed,debit_card,108.38
479,165,2025-08-22,completed,debit_card,29.06
480,166,2024-07-21,completed,credit_card,57.4
481,166,2024-08-24,completed,paypal,5.44
482,166,2024-09-23,completed,credit_card,24.86
483,166,2025-03-17,completed,paypal,33.7
484,166,2025-04-12,completed,debit_card,29.76
485,166,2025-06-25,completed,debit_card,44.12
486,166,2025-09-06,completed,credit_card,14.6
487,166,2025-10-26,completed,upi,47.79
488,167,2025-06-14,completed,debit_card,277.12
489,167,2025-06-21,completed,upi,58.44
490,167,2025-11-17,completed,paypal,16.61
491,167,2025-12-14,completed,credit_card,56.7
492,167,2025-12-20,completed,debit_card,92.0
493,168,2024-12-28,completed,upi,42.76
494,169,2025-10-05,completed,paypal,40.63
495,170,2025-01-05,completed,paypal,55.06
496,170,2025-01-19,completed,upi,124.53
497,170,2025-03-04,completed,credit_card,47.57
498,170,2025-07-02,completed,paypal,99.14
499,170,2025-10-10,completed,debit_card,61.64
500,171,2025-12-28,completed,debit_card,42.18
501,172,2025-10-01,completed,credit_card,118.53
502,173,2025-10-07,completed,paypal,49.94
503,173,2025-11-02,completed,credit_card,91.36
504,173,2025-12-23,completed,credit_card,76.88
505,174,2025-01-06,completed,debit_card,112.44
506,175,2024-07-02,completed,paypal,131.65
507,175,2024-09-24,completed,credit_card,21.33
508,176,2025-11-08,completed,credit_card,110.68
509,176,2025-12-30,completed,debit_card,92.97
510,177,2025-01-04,completed,credit_card,18.2
511,177,2025-07-26,completed,credit_card,75.36
512,178,2025-12-05,completed,debit_card,61.05
513,178,2025-12-14,completed,upi,82.88
514,178,2025-12-30,completed,paypal,158.47
515,179,2025-07-24,completed,credit_card,36.76
516,179,2025-12-23,refunded,credit_card,50.9
517,180,2025-09-07,completed,upi,86.16
518,180,2025-12-02,cancelled,debit_card,80.11
519,181,2025-11-17,completed,credit_card,68.84
520,181,2025-12-15,completed,credit_card,153.87
521,181,2025-12-16,completed,paypal,23.91
522,182,2025-05-24,completed,upi,23.61
523,183,2025-06-02,completed,paypal,50.41
524,183,2025-08-18,completed,paypal,48.19
525,183,2025-09-22,completed,paypal,26.71
526,183,2025-11-01,refunded,paypal,63.42
527,184,2024-02-02,completed,paypal,3.16
528,184,2024-05-08,completed,debit_card,83.14
529,184,2025-01-25,completed,credit_card,137.8
530,184,2025-03-26,completed,credit_card,118.39
531,184,2025-04-08,completed,credit_card,47.95
532,184,2025-06-05,completed,paypal,34.33
533,184,2025-11-01,completed,paypal,61.65
534,185,2024-09-28,completed,credit_card,17.15
535,185,2025-07-14,completed,credit_card,51.17
536,186,2025-10-01,completed,credit_card,43.57
537,187,2025-07-07,completed,paypal,30.93
538,187,2025-07-16,refunded,credit_card,62.4
539,187,2025-08-13,completed,paypal,30.94
540,187,2025-09-22,completed,debit_card,32.06
541,187,2025-12-12,completed,upi,15.38
542,187,2025-12-29,completed,credit_card,38.26
543,188,2025-01-18,completed,paypal,59.75
544,188,2025-07-03,completed,credit_card,7.3
545,188,2025-09-12,completed,debit_card,31.78
546,188,2025-10-30,completed,credit_card,60.61
547,189,2024-05-28,completed,paypal,72.11
548,189,2024-11-07,completed,upi,97.36
549,189,2024-12-11,completed,upi,65.43
550,190,2025-01-06,completed,credit_card,52.95
551,190,2025-09-23,completed,paypal,46.86
552,191,2025-11-09,completed,paypal,115.37
553,191,2025-12-27,completed,paypal,28.14
554,192,2024-04-20,completed,credit_card,99.96
555,192,2024-09-24,completed,debit_card,33.05
556,192,2024-10-25,refunded,credit_card,88.93
557,192,2025-02-17,completed,debit_card,11.94
558,192,2025-03-20,completed,credit_card,22.82
559,192,2025-08-03,completed,credit_card,46.64
560,192,2025-08-10,completed,paypal,36.0
561,193,2025-01-09,completed,paypal,46.83
562,193,2025-03-12,completed,credit_card,53.2
563,193,2025-11-29,completed,paypal,65.14
564,194,2025-05-15,completed,upi,39.64
565,194,2025-10-02,completed,credit_card,50.23
566,195,2024-06-07,completed,paypal,77.54
567,196,2025-08-30,refunded,credit_card,44.0
568,196,2025-10-12,completed,debit_card,50.31
569,196,2025-11-02,completed,paypal,72.37
570,196,2025-11-19,completed,paypal,81.2
571,196,2025-12-31,completed,credit_card,74.77
572,197,2025-08-10,completed,credit_card,9.1
573,197,2025-09-23,completed,credit_card,86.61
574,198,2024-08-15,completed,credit_card,105.62
575,198,2025-03-09,completed,credit_card,162.92
576,199,2025-11-22,completed,paypal,64.05
577,199,2025-11-26,completed,credit_card,73.26
578,199,2025-12-02,completed,debit_card,80.41
579,199,2025-12-19,completed,paypal,41.67
580,199,2025-12-21,completed,debit_card,11.61
581,200,2025-08-31,completed,debit_card,115.14
582,200,2025-09-20,completed,paypal,103.06
583,201,2025-11-02,completed,debit_card,62.8
584,201,2025-12-04,completed,upi,47.22
585,202,2025-06-14,completed,debit_card,48.79
586,202,2025-09-26,completed,debit_card,79.08
587,203,2025-02-04,refunded,credit_card,2.02
588,203,2025-03-04,completed,debit_card,30.41
589,204,2025-07-25,completed,debit_card,70.57
590,205,2025-10-24,completed,upi,97.36
591,206,2025-12-09,completed,debit_card,75.33
592,207,2025-02-17,completed,credit_card,89.28
593,208,2025-11-07,completed,debit_card,86.94
594,209,2025-12-26,completed,paypal,48.38
595,209,2025-12-31,completed,credit_card,31.12
596,210,2024-11-04,completed,upi,10.09
597,210,2025-02-08,completed,debit_card,62.4
598,212,2025-05-19,completed,credit_card,13.93
599,213,2025-07-17,completed,debit_card,30.67
600,214,2025-12-23,completed,upi,45.0
601,215,2025-12-02,completed,upi,8.83
602,216,2025-02-14,completed,paypal,61.22
603,217,2025-03-31,completed,paypal,89.63
604,217,2025-05-16,completed,paypal,25.66
605,217,2025-05-28,completed,debit_card,53.23
606,217,2025-08-17,completed,paypal,11.66
607,217,2025-08-21,completed,credit_card,54.17
608,217,2025-09-15,completed,debit_card,53.83
609,217,2025-11-05,completed,credit_card,90.56
610,217,2025-11-20,completed,credit_card,28.11
611,217,2025-11-25,completed,credit_card,64.41
612,217,2025-12-01,refunded,credit_card,61.61
613,218,2025-06-27,completed,paypal,4.86
614,219,2025-06-05,completed,credit_card,49.37
